# OSM coverage layer (man_made/telecom=data_center). Real locations; capacity NOT in OSM.
# Auto-ingested via Overpass; country by point-in-polygon.
name,operator,iso3,country,lat,lng,type
Cellnex,,NLD,Netherlands,52.1681,5.8965,colocation
Telstra,Telstra,AUS,Australia,-32.0654,115.8014,colocation
Equinix AM7,Equinix,NLD,Netherlands,52.3031,4.9379,hyperscale
CoreSite DC1,CoreSite,USA,United States of America,38.9029,-77.0291,colocation
ATW,ATW,HUN,Hungary,47.5180,19.0551,colocation
スーパーコンピュータ「富岳」,,JPN,Japan,34.6534,135.2204,colocation
BT Games,Apple Inc.,ZAF,South Africa,-26.1825,28.2410,colocation
Дата-центр "Вконтакте",,RUS,Russia,59.9118,30.5778,colocation
Southwest Cyberport,,USA,United States of America,35.1033,-106.5893,colocation
ForHLR II,Steinbuch Centre for Computing,DEU,Germany,49.0960,8.4334,colocation
Data center,,ISR,Israel,32.0930,34.8586,colocation
Association ReptiGo,,FRA,France,49.2234,6.0111,colocation
CGCO,UFJF,BRA,Brazil,-21.7763,-43.3714,colocation
SFR Netcenter Courbevoie,SFR,FRA,France,48.9038,2.2578,colocation
SDSU Computer Room,,USA,United States of America,32.7750,-117.0709,colocation
WorldStream,,NLD,Netherlands,52.0012,4.2108,colocation
Selectel Tsvetochnaya 1,Selectel,RUS,Russia,59.8866,30.3294,colocation
LeaseWeb AMS-01,LeaseWeb,NLD,Netherlands,52.3917,4.6647,colocation
Dataplace datacenter Arnhem,Eurofiber Cloud Infra,NLD,Netherlands,51.9870,5.9340,colocation
Equinix TR1,Equinix,CAN,Canada,43.6445,-79.3844,hyperscale
Databarn Amsterdam,Databarn Amsterdam B.V.,NLD,Netherlands,52.3964,4.8511,colocation
NorthC Datacenters Amsterdam,NorthC,NLD,Netherlands,52.3934,4.8494,colocation
Digital Realty AMS3,Digital Realty,NLD,Netherlands,52.2841,4.7709,hyperscale
Digital Realty AMS5,Digital Realty,NLD,Netherlands,52.2801,4.7543,hyperscale
EdgeConneX AMS01,EdgeConneX,NLD,Netherlands,52.2841,4.7661,colocation
EdgeConneX AMS03,EdgeConneX,NLD,Netherlands,52.2837,4.7669,colocation
Digital Realty AMS6,Digital Realty,NLD,Netherlands,52.2853,4.7660,hyperscale
EdgeConneX AMS04,EdgeConneX,NLD,Netherlands,52.2816,4.7678,colocation
Digital Realty AMS11,Digital Realty,NLD,Netherlands,52.2845,4.7651,hyperscale
EdgeConneX AMS02,EdgeConneX,NLD,Netherlands,52.2828,4.7676,colocation
EdgeConneX AMS05,EdgeConneX,NLD,Netherlands,52.2843,4.7672,colocation
Equinix,Equinix,DEU,Germany,52.2371,6.8495,hyperscale
NorthC Datacenter Aalsmeer,NorthC,NLD,Netherlands,52.2598,4.7734,colocation
Databarn Rivium,Databarn Rivium B.V.,NLD,Netherlands,51.9102,4.5467,colocation
Global Switch Amsterdam,Global Switch,NLD,Netherlands,52.3440,4.8289,colocation
Colt Amsterdam Van der Madeweg,,NLD,Netherlands,52.3281,4.9260,colocation
Solcon Droten,,NLD,Netherlands,52.5392,5.7023,colocation
Serverius DC1,,NLD,Netherlands,52.5437,5.7051,colocation
Digital Realty,Digital Realty,NLD,Netherlands,52.3337,4.9189,hyperscale
Digital Realty AMS17,Digital Realty,NLD,Netherlands,52.3571,4.9508,hyperscale
Digital Realty AMS9,Digital Realty,NLD,Netherlands,52.3561,4.9527,hyperscale
KPN Amsterdam,KPN,NLD,Netherlands,52.3003,4.9550,colocation
NorthC AMS-02,NorthC Nederland,NLD,Netherlands,52.2963,4.9487,colocation
Verizon 2,,NLD,Netherlands,52.3050,4.9355,colocation
Datacenter.com AMS1,,NLD,Netherlands,52.3095,4.9360,colocation
Equinix AM11,Equinix,NLD,Netherlands,52.3040,4.9393,hyperscale
Equinix AM2,Equinix,NLD,Netherlands,52.3006,4.9420,hyperscale
Laboratório de Programação,,BRA,Brazil,-12.1995,-38.9734,colocation
KPN Telefoon Centrale,KPN,NLD,Netherlands,52.6320,4.7428,colocation
Data center,,TUR,Turkey,37.9628,32.5250,colocation
Дата-центр Миран-1,,RUS,Russia,59.9652,30.3395,colocation
Дата-центр Миран-2,,RUS,Russia,59.9638,30.3390,colocation
GWDG - Außenstelle,,DEU,Germany,51.5479,9.9440,colocation
PLAY Centrum Danych DC1,3S Data Center S.A.,POL,Poland,50.2455,19.0632,colocation
Datacenter Gemert,,NLD,Netherlands,51.5263,5.7041,colocation
NocRoom Miami IT Services,,USA,United States of America,25.7915,-80.3177,colocation
NocRoom Miami IT Services,,USA,United States of America,25.6466,-80.4234,colocation
Center for Computation & Technology (CCT),,USA,United States of America,30.4074,-91.1725,colocation
ЦОД "Компрессор",,RUS,Russia,55.7491,37.7314,colocation
The Pittock Internet Exchange,Alco Properties,USA,United States of America,45.5214,-122.6806,colocation
VSHosting s.r.o,,CZE,Czech Republic,50.0601,14.5303,colocation
M1 StackTelecom Datacenter,,RUS,Russia,55.6268,37.6199,colocation
NorthC Datacenter Eindhoven,,NLD,Netherlands,51.4078,5.4588,colocation
LyonIX 1 IN2P3,,FRA,France,45.7826,4.8657,colocation
Informationstechnikzentrum Bund (ITZBund),,DEU,Germany,50.1261,8.5857,colocation
Sree Chithra Computer Centre,,,,8.5458,76.9062,colocation
NorthC Datacenter Delft,NorthC,NLD,Netherlands,51.9877,4.3782,colocation
TelemaxX IPC2,TelemaxX Telekommunikation GmbH,DEU,Germany,49.0196,8.4398,colocation
NorthC Nürnberg 1,NorthC,DEU,Germany,49.3896,11.1766,colocation
DEL PRADO .com.ec,DEL PRADO .com.ec,ECU,Ecuador,-0.2440,-78.5023,colocation
Trabia-Network,,MDA,Moldova,47.0231,28.8373,colocation
Digital Realty (AMS15),Digital Realty,NLD,Netherlands,52.2901,4.6774,hyperscale
Hansestadt Rostock,Hansestadt Rostock,DEU,Germany,54.0821,12.1391,colocation
Data center,,DEU,Germany,54.0848,12.1371,colocation
Digital Realty AMS8,Digital Realty,NLD,Netherlands,52.2762,4.7433,hyperscale
Turkcell Superonline Yenibosna Veri Merkezi,,,,40.9935,28.8270,colocation
Verizon İstanbul Veri Merkezi,,,,40.9934,28.8271,colocation
Vocus Data Centre,,AUS,Australia,-33.9150,151.1932,colocation
Interactive Data Centre,Interactive,AUS,Australia,-33.8160,151.1925,colocation
Equinix AM4,Equinix,NLD,Netherlands,52.3543,4.9611,hyperscale
Equinix AM3,Equinix,NLD,Netherlands,52.3546,4.9604,hyperscale
Google Fiber,Google,USA,United States of America,33.7716,-84.3669,hyperscale
Pathway Communications,,CAN,Canada,43.8574,-79.3565,colocation
Cogent,Cogent,FRA,France,48.1099,-1.6373,colocation
Open Computing Facility,,USA,United States of America,37.8699,-122.2598,colocation
Lumos Networks,,USA,United States of America,37.4157,-79.1427,colocation
ColocationIX,,DEU,Germany,53.0939,8.7906,colocation
Servicio Televisión por Cable,,CHL,Chile,-32.9963,-71.5079,colocation
Даталайн,,RUS,Russia,55.7704,37.7158,colocation
Central de Digitel,Digitel,VEN,Venezuela,10.2200,-68.0089,colocation
Archivio di Stato di Caserta,Ministero dei Beni e delle Attività Cult,ITA,Italy,41.0738,14.3514,colocation
Data center,,BGD,Bangladesh,22.7202,89.0691,colocation
Data Harbour,ООО «ДатаПорт»,RUS,Russia,51.7164,39.2922,colocation
Web Data Center,АО «Датацентр»,RUS,Russia,55.8944,37.4063,colocation
IT- und Medienzentrum,Universität Rostock,DEU,Germany,54.0774,12.1066,colocation
Rechenzentrum Citeq,Stadt Münster,DEU,Germany,51.9747,7.6103,colocation
European Business Reliance Centre (EBRC),,LUX,Luxembourg,49.5843,6.1135,colocation
Telehouse Paris Voltaire,,FRA,France,48.8561,2.3833,colocation
Scitis-Zen DataCenter Hitachi,,FRA,France,47.8237,1.9201,colocation
TelecityGroup Paris Courbevoie,,FRA,France,48.9046,2.2579,colocation
Rechenzentrum Paulstrasse 12,AXA Winterthur,CHE,Switzerland,47.5009,8.7207,colocation
SFR Netcenter Strasbourg,SFR,DEU,Germany,48.5686,7.7822,colocation
Telehouse 1,,FRA,France,48.8697,2.3441,colocation
Interxion PAR6,Digital Realty,FRA,France,48.8152,2.4030,hyperscale
THD Global 1,,FRA,France,45.9367,6.6306,colocation
TDF ProxiCenter Bordeaux Bouliac,,FRA,France,44.8197,-0.5055,colocation
TDF ProxiCenter Lille Lambersart,,FRA,France,50.6486,3.0399,colocation
TDF ProxiCenter de Rennes-Cesson,,FRA,France,48.1247,-1.6276,colocation
Colt Paris 2,,FRA,France,48.8973,2.3222,colocation
Colt Paris 1,,FRA,France,48.8352,2.3981,colocation
Colt Lyon,,FRA,France,45.7588,4.8676,colocation
Data center,,FRA,France,45.7243,4.8168,colocation
Wiit AG DUS,Wiit AG,DEU,Germany,51.2668,6.8173,colocation
Bouygues Telecom Montigny-le-Bretonneux,Bouygues Telecom,FRA,France,48.7944,2.0363,colocation
Equinix PA7,Equinix,FRA,France,48.9022,2.3695,hyperscale
Cogent Nantes,,FRA,France,47.2026,-1.5504,colocation
Cogent Paris 1,,FRA,France,48.9071,2.2416,colocation
Cogent Poitiers,,FRA,France,46.5884,0.3400,colocation
Data center,,FRA,France,49.1360,2.2572,colocation
LASOTEL PIXEL69,,FRA,France,45.7574,4.8997,colocation
ELB Group - DATACENTER LYON 3,,FRA,France,45.7720,4.8718,colocation
SynAApS - SaaS  PaaS  Housing,,FRA,France,45.7845,4.8882,colocation
Adista Saint-Étienne,,FRA,France,45.4587,4.3964,colocation
Etix Vendée #2,,,,46.5155,-1.7479,colocation
Colt Telecom,,BEL,Belgium,50.8846,4.4500,colocation
OVHcloud Paris,,FRA,France,48.8883,2.3765,colocation
Scaleway Datacenter DC4,Scaleway,FRA,France,48.8296,2.2960,colocation
Telia ROSY Villepinte,,FRA,France,48.9729,2.5101,colocation
Ad Valem technologies TDF,,FRA,France,48.9281,2.3411,colocation
Alphalink Telco Center,,FRA,France,48.9056,2.2595,colocation
Level (3) Le Capitole Nanterre,Lumen Technologies,FRA,France,48.8878,2.2142,colocation
Prosodie Boulogne,,FRA,France,48.8361,2.2351,colocation
KHEOPS Organisation Vélizy-Villacoublay,,FRA,France,48.7785,2.2148,colocation
Cogent Paris 2,Cogentco,FRA,France,48.7842,2.2069,colocation
KHEOPS Organisation Plessis-Robinson,,FRA,France,48.7742,2.2380,colocation
Acropolis Telecom Paris-Nation,,FRA,France,48.8429,2.4041,colocation
Sungard AS IT,,FRA,France,48.8369,2.6412,colocation
Alionis DC1,,FRA,France,48.6887,2.2138,colocation
Digi (RCS & RDS) Craiova,Digi România SA,ROU,Romania,44.3176,23.8010,colocation
Digital Realty (AMS16),Digital Realty,NLD,Netherlands,52.2908,4.6786,hyperscale
Rack59 Data Center,,USA,United States of America,35.4672,-97.6497,colocation
Rechenzentrum Akquinet,,DEU,Germany,53.7000,9.9937,colocation
DEVESOFFT S.A.,,ECU,Ecuador,-0.1974,-78.4277,colocation
Nodo FO REFSA Tel  - VILLA 213,REFSA,ARG,Argentina,-26.1841,-59.3632,colocation
Telekom,Slovak Telekom  a.s.,SVK,Slovakia,48.6982,21.2602,colocation
University Town Center,,,,12.0704,124.5968,colocation
IPHOST Datacenter,,MDA,Moldova,47.0079,28.8834,colocation
Fundação CEPRO,,BRA,Brazil,-5.0877,-42.8024,colocation
earthDATAsafe,Kapsch BusinessCom AG,AUT,Austria,47.4491,15.3382,colocation
Oso Grande,Oso Grande,USA,United States of America,35.0925,-106.6537,colocation
Crypt Logic,Crypt Logic LTD,BGR,Bulgaria,42.6942,23.3168,colocation
Data Center Kominfo Kota Dumai,Kominfo,IDN,Indonesia,1.6787,101.4604,colocation
Rechenzentrum,Hochschul-IT-Zentrum,DEU,Germany,49.2572,7.0451,colocation
ISS Data Centre South (DCS),,IRL,Ireland,53.2807,-9.0598,colocation
Data center Roma Capitale,Roma Capitale,ITA,Italy,41.8327,12.4696,colocation
The Weaver,,ESP,Spain,38.2938,-0.5892,colocation
Akshaya Center   Maikavu,,IND,India,11.4028,75.9772,colocation
Internet és KTV Fejállomás,DIGI Távközlési és Szolgáltató Kft.,HUN,Hungary,48.0744,19.2941,colocation
Morgan Wireless,,USA,United States of America,39.6310,-78.2253,colocation
Bitviking,,ITA,Italy,45.1467,10.7987,colocation
Lab 7,,MAR,Morocco,33.5380,-5.1076,colocation
Lab 11,,MAR,Morocco,33.5393,-5.1083,colocation
Lab 8b,,MAR,Morocco,33.5384,-5.1083,colocation
LTS Lab,,MAR,Morocco,33.5390,-5.1073,colocation
VIRTBIZ,,USA,United States of America,32.7825,-96.7828,colocation
Cogent,Cogent Communications,FRA,France,44.8630,-0.5555,colocation
Equinix SO1,Equinix,BGR,Bulgaria,42.6685,23.3954,hyperscale
OIZ,,CHE,Switzerland,47.4153,8.5641,colocation
مکنانت,آفاق اندیش داده پردیس,IRN,Iran,35.7353,51.8437,colocation
Server Room B2,,,,5.4058,103.0913,colocation
Yettel Budafok MSC,,HUN,Hungary,47.4584,19.0526,colocation
Nodo FO REFSA Tel - IRIGOYEN,REFSA,ARG,Argentina,-26.1753,-58.8335,colocation
Centro de Datos Modular REFSA Telecomunicaciones,,ARG,Argentina,-26.2059,-58.2071,colocation
Shelter ARSAT FO,,ARG,Argentina,-26.2060,-58.2070,colocation
Centro de Datos UPSTI,,ARG,Argentina,-26.1829,-58.1646,colocation
Nodo FO REFSA Tel - TATANE,,ARG,Argentina,-26.3937,-58.3445,colocation
Nodo FO REFSA Tel  - VILLAFAÑE,REFSA,ARG,Argentina,-26.2037,-59.0790,colocation
Nodo FO REFSA Tel  - MANSILLA,REFSA,ARG,Argentina,-26.6594,-58.6307,colocation
Nodo FO REFSA Tel - HERRADURA,REFSA,ARG,Argentina,-26.4887,-58.3115,colocation
Nodo FO REFSA Tel - LAISHI,REFSA TELECOMUNICACIONES,ARG,Argentina,-26.2400,-58.6302,colocation
Nodo FO REFSA Tel  - EL COLORADO,REFSA,ARG,Argentina,-26.3084,-59.3708,colocation
Nodo FO - RED CAPRICORNIO FORMOSA,,ARG,Argentina,-26.2057,-58.2071,colocation
Nodo FO REFSA Tel  - VILLA ESCOLAR,REFSA,ARG,Argentina,-26.6215,-58.6707,colocation
Bramar,Bramar C.A,VEN,Venezuela,10.0802,-69.3333,colocation
联想售后服务中心(银盆路店),,CHN,China,28.2205,112.9499,colocation
长沙市交通事故快处快赔服务中心,,CHN,China,28.2309,112.9279,colocation
中南大学后勤生活服务中心,,CHN,China,28.2249,112.9353,colocation
Delska,Delska,LVA,Latvia,56.8892,24.2320,colocation
CyrusOne Amsterdam I,CyrusOne,NLD,Netherlands,52.3830,4.7034,colocation
G-Tech,,IND,India,10.5808,76.0263,colocation
FirstLight Data Center,FirstLight,USA,United States of America,43.6578,-70.2614,colocation
Big Data Exchange Singapore Data Center SIN1,,MYS,Malaysia,1.3239,103.8916,colocation
Data Center do Estado,,,,14.9263,-23.4960,colocation
中国电信,,CHN,China,28.4188,118.8209,colocation
Data center,,CAN,Canada,49.2744,-122.9123,colocation
Learning GIS!,,USA,United States of America,40.4218,-86.9142,colocation
Agricultural and Biological Engineering,,USA,United States of America,40.4219,-86.9165,colocation
st marys press,,IND,India,9.3870,76.8422,colocation
adharam writing center,,IND,India,9.3872,76.8432,colocation
Windstream Communications,,USA,United States of America,35.8814,-78.8516,colocation
Akshaya,,IND,India,9.5624,76.5769,colocation
Akshaya Centre  Thottuva  Kuravilangad,,IND,India,9.7551,76.5441,colocation
中佳 Zhongjia,,PHL,Philippines,14.4250,120.9436,colocation
Maan Group,Privat,NOR,Norway,58.8601,5.5984,colocation
REG.AM,GlobalAr LLC,ARM,Armenia,40.1756,44.5172,colocation
Common dervice centre,,IND,India,9.2450,76.6710,colocation
Akshaya Centre  Thripperumthura,,IND,India,9.2876,76.5246,colocation
asianet cable,,IND,India,9.2526,76.5217,colocation
Data center,,IND,India,9.3601,76.5880,colocation
Gtec,,IND,India,11.3122,75.8277,colocation
Nortech Infonet Pvt,,IND,India,10.0202,76.3098,colocation
Zion Communication,,IND,India,9.3310,76.9264,colocation
computer center,,IND,India,9.5699,76.6398,colocation
4ServiceSolutions,,ITA,Italy,45.5533,10.7852,colocation
Cogent,Cogent Communications  Inc.,FRA,France,45.1896,5.7369,colocation
Wayratechs,,ECU,Ecuador,-1.6562,-78.6675,colocation
OptimumHQ,,USA,United States of America,33.3804,-111.7527,colocation
The Chatfield Group,,USA,United States of America,33.3806,-111.7529,colocation
Piyhost - Web  Software Developer,Piyhost,IDN,Indonesia,-6.2976,106.7325,colocation
All About Serving Process Server,,USA,United States of America,33.3199,-111.8097,colocation
Centre de données d'Hydro-Québec,Hydro-Québec,CAN,Canada,45.8839,-72.5279,colocation
Emailage,,USA,United States of America,33.3030,-111.8405,colocation
Open Skies One,prego. services GmbH,DEU,Germany,49.2250,7.0396,colocation
Akshaya Centre,,IND,India,10.9463,76.1384,colocation
Next Generation Data,Next Generation Data,GBR,United Kingdom,51.5550,-3.0383,colocation
Alliance Technology,,USA,United States of America,33.3800,-111.7284,colocation
Redcentric Cambridge,Redcentric,GBR,United Kingdom,52.2301,0.1509,colocation
Data center,,CAN,Canada,49.2648,-123.1038,colocation
Tucha,Tucha,UKR,Ukraine,49.5520,25.6071,colocation
Datacenter Aqua Ray,Aqua Ray,FRA,France,48.8199,2.3934,colocation
Salle Technique TV5MONDE,TV5MONDE,FRA,France,48.8836,2.3018,colocation
Datacenter Orange Archives,Orange,FRA,France,48.8628,2.3584,colocation
Salle technique TDF,TDF,FRA,France,48.8853,2.4226,colocation
Salle technique TF1,TF1,FRA,France,48.8338,2.2598,colocation
Salle technique TDF,TDF,FRA,France,48.8574,2.2942,colocation
Salle Technique France Télévisions,France Télévisions,FRA,France,48.8383,2.2724,colocation
Salle technique Eurosport,Eurosport,FRA,France,48.8291,2.2647,colocation
Salle technique Groupe M6,Groupe M6,FRA,France,48.8812,2.2732,colocation
Salle technique Groupe M6,Groupe M6,FRA,France,48.8806,2.2722,colocation
Data Center Bluecom,Bluecom,FRA,France,48.4413,-4.4155,colocation
Datacenter Thales Nungesser,THALES,FRA,France,48.7909,1.9753,colocation
Salle technique Groupe CANAL,Groupe CANAL,FRA,France,48.8276,2.2635,colocation
Salle technique Euronews,Euronews,FRA,France,45.7344,4.8156,colocation
Data center,,IND,India,11.2459,75.9539,colocation
GIS Data-Center,,IND,India,31.5752,74.4274,colocation
8100 Boone Boulevard,Digital Realty,USA,United States of America,38.9137,-77.2259,hyperscale
HiPerGator,University of Florida,USA,United States of America,29.6728,-82.2998,colocation
Techcréa Solutions,Techcréa Solutions - First Heberg,FRA,France,50.3455,3.5432,colocation
Office of the System Administrator,,PHL,Philippines,11.2472,125.0081,colocation
dc2scale Vélizy,dc2scale,FRA,France,48.7838,2.2081,colocation
Парковий,,UKR,Ukraine,50.4493,30.5412,colocation
MSK-IX,,RUS,Russia,55.8008,37.5546,colocation
Atlanta ATL13,Digital Realty,USA,United States of America,33.7555,-84.3915,hyperscale
NTT,NTT,JPN,Japan,39.7173,141.1424,colocation
Data Holdings Data Center,,USA,United States of America,43.0439,-87.9540,colocation
NTT Communications Singapore Serangoon Data Center,,MYS,Malaysia,1.3761,103.8752,colocation
Singtel Bedok Data Center,,MYS,Malaysia,1.3197,103.9298,colocation
Inap Data Center,,MYS,Malaysia,1.3215,103.6958,colocation
Inap Data Center,,MYS,Malaysia,1.2954,103.7898,colocation
Inap Data Center,,MYS,Malaysia,1.3227,103.9211,colocation
Keppel DC Singapore 1,,MYS,Malaysia,1.3755,103.8751,colocation
Starhub Data Center @ Kaki Bukit,,MYS,Malaysia,1.3215,103.8895,colocation
Ascenix,,MYS,Malaysia,1.3107,103.8660,colocation
Amazon SIN4,,MYS,Malaysia,1.3354,103.8903,colocation
Amazon SIN2,,MYS,Malaysia,1.3217,103.6958,colocation
Google Singapore DC,,MYS,Malaysia,1.3512,103.7092,colocation
STT Jurong,,MYS,Malaysia,1.3278,103.7462,colocation
China Mobile International Singapore Data Center,,MYS,Malaysia,1.3372,103.8944,colocation
STT Tai Seng 2,,MYS,Malaysia,1.3366,103.8940,colocation
Starhub Data Center @ Ang Mo Kio,,MYS,Malaysia,1.3757,103.8698,colocation
Starhub Data Center @ One North,,MYS,Malaysia,1.2922,103.7917,colocation
Starhub Data Center @ Loyang,,MYS,Malaysia,1.3746,103.9653,colocation
Airtrunk SGP1 Singapore,,MYS,Malaysia,1.3772,103.9685,colocation
STT Tai Seng 1,,MYS,Malaysia,1.3353,103.8905,colocation
STT Defu 1,,MYS,Malaysia,1.3494,103.8915,colocation
STT Defu 2,,MYS,Malaysia,1.3499,103.8916,colocation
Starhub Data Center @ Tai Seng,,MYS,Malaysia,1.3378,103.8938,colocation
M1 Next-Gen Data Center,,MYS,Malaysia,1.3252,103.7488,colocation
Amazon SIN3,,MYS,Malaysia,1.3405,103.9443,colocation
PrincetonDG SG1 Singapore,,MYS,Malaysia,1.3782,103.8729,colocation
AIMS,,MYS,Malaysia,1.3369,103.8933,colocation
Amazon SIN5,,MYS,Malaysia,1.3367,103.8938,colocation
1-Net,,MYS,Malaysia,1.4433,103.7804,colocation
Digital Realty Data Center,,MYS,Malaysia,1.3708,103.9685,colocation
Digital Realty Data Center,,MYS,Malaysia,1.3710,103.9664,colocation
Digital Realty Data Center,,MYS,Malaysia,1.3278,103.7460,colocation
Telin-1 Data Centre,Telin Singapore,MYS,Malaysia,1.3529,103.9748,colocation
Telin-2 Data Centre,Telin Singapore,MYS,Malaysia,1.3366,103.8939,colocation
Global Switch,,MYS,Malaysia,1.4291,103.7985,colocation
Epsilon Telecommunications Singapore Data Center,,MYS,Malaysia,1.3515,103.8616,colocation
Singtel Kim Chuan Telecommunications Centre,,MYS,Malaysia,1.3394,103.8900,colocation
Singtel Kim Chuan Telecommunications Centre,,MYS,Malaysia,1.3403,103.8890,colocation
Cyxtera Singapore Data Center Campus SIN1,,MYS,Malaysia,1.3386,103.8937,colocation
Iron Mountain Data Centers SIN-1,,MYS,Malaysia,1.3756,103.8713,colocation
Equinix Data Center SG4,Equinix,MYS,Malaysia,1.3389,103.8932,hyperscale
Equinix Data Center SG1,,MYS,Malaysia,1.2953,103.7900,colocation
Equinix Data Center SG3,,MYS,Malaysia,1.2955,103.7904,colocation
Keppel DC Singapore 3,,MYS,Malaysia,1.3403,103.9439,colocation
Keppel DC Singapore 2,,MYS,Malaysia,1.3406,103.9442,colocation
Keppel DC Singapore 4,,MYS,Malaysia,1.3420,103.9438,colocation
Equinix Data Center SG2,,MYS,Malaysia,1.3213,103.6958,colocation
STACK Infrastructure,Stack Infrastructure  Incorporated,USA,United States of America,37.4027,-121.8911,colocation
STACK Infrastructure,Stack Infrastructure  Incorporated,USA,United States of America,37.4026,-121.8911,colocation
Bank Of America,Bank Of America,GBR,United Kingdom,51.3333,-0.7662,colocation
Datacenter UNaM,,ARG,Argentina,-27.4346,-55.8881,colocation
顺兴通讯,,CHN,China,27.8233,112.9179,colocation
Data center,,,,8.8394,76.6397,colocation
Datacenter RTE,RTE,FRA,France,48.9196,2.3399,colocation
Datacenter EDF,EDF,FRA,France,48.9204,2.3409,colocation
Serverhouse,Serverhouse,GBR,United Kingdom,50.8678,-1.2456,colocation
Colobâle,Colobâle AG,CHE,Switzerland,47.5230,7.6751,colocation
Digital West Data Center,,USA,United States of America,35.2553,-120.6415,colocation
تۆمارگای گشتی,تۆمارگای گشتی,IRQ,Iraq,35.5772,45.3665,colocation
Nova Shop,,,,36.4168,28.1548,colocation
Data center,,,,9.2837,76.4282,colocation
MEO,MEO,PRT,Portugal,38.0594,-8.1138,colocation
Elektra,,MKD,Macedonia,42.1498,21.2986,colocation
akshaya centre,,IND,India,9.1217,76.6572,colocation
Microsoft Data Center,Microsoft,BEL,Belgium,50.5282,3.6103,hyperscale
Chick-fil-A Hiring Center,Dennis Sampier,USA,United States of America,42.6279,-82.9884,colocation
Datacenter RTE,RTE,FRA,France,48.7920,2.0500,colocation
Datacenter RTE,RTE,FRA,France,45.7405,4.8322,colocation
立岭驾驶人服务中心,,CHN,China,37.7251,117.2105,colocation
宏成集团大数据中心,,CHN,China,35.8691,117.3173,colocation
Compass Datacenters,,CAN,Canada,45.4236,-73.9138,colocation
Internet Central,Internet Central,GBR,United Kingdom,53.0039,-2.2699,colocation
DC West,,MYS,Malaysia,1.3250,103.7216,colocation
ESolutionsUG,ESolutionsUG,UGA,Uganda,0.2799,32.5405,colocation
France Travail datacenter Orléans,France Travail DSI,FRA,France,47.8930,1.8521,colocation
ORANGE STORE,,ROU,Romania,43.7752,24.5045,colocation
شرکت فناوری رایان افزار پارسان,,IRN,Iran,36.7650,45.7191,colocation
Ergonomic Group,,USA,United States of America,41.7071,-72.5899,colocation
datamena DXA Datacenter,datamena,ARE,United Arab Emirates,25.0281,55.1852,colocation
E79 Systems Inc.,,PHL,Philippines,14.4441,121.0292,colocation
Data center,,IND,India,9.4615,76.5469,colocation
computer cafe,,IND,India,24.2682,87.2512,colocation
百度博浩机房,,CHN,China,23.2091,113.5635,colocation
Kuzhivilakonam Resident Welfare Society,,,,8.3757,77.0333,colocation
San Jose Colocation Center,CoreSite,USA,United States of America,37.3341,-121.8916,colocation
Datacenter de l'Université de Strasbourg,,FRA,France,48.5804,7.7634,colocation
中国电信（科云数据中心）,,CHN,China,23.2151,113.5320,colocation
Lyon Sévigné,Orange,FRA,France,45.7584,4.8439,colocation
Lille Boitelle,Orange,FRA,France,50.6273,3.0779,colocation
The Deck,Ficolo,FIN,Finland,61.4979,23.7757,colocation
Bunkerberget,Bahnhof,SWE,Sweden,57.7310,12.0168,colocation
MT2,Equinix,CAN,Canada,45.4126,-74.0505,hyperscale
Adhaar Seva Kendra,,IND,India,28.6731,77.1704,colocation
Salle Technique France Télévisions,France Télévisions,FRA,France,48.8378,2.2727,colocation
Salle Technique France Télévisions,France Télévisions,FRA,France,48.8401,2.2817,colocation
Salle Technique Groupe Canal,Groupe Canal,FRA,France,48.8332,2.2374,colocation
Datacenter Bouygues Télécom,Bouygues Télécom,FRA,France,48.7256,2.4710,colocation
Digital Realty AMS10,Digital Realty,NLD,Netherlands,52.2750,4.7414,hyperscale
Lab Komputer,,IDN,Indonesia,-6.8948,112.0669,colocation
Datacenter MGEN,MGEN,FRA,France,48.6532,6.1303,colocation
FDJ,FDJ,FRA,France,43.4311,5.2713,colocation
中華電信IDC台中黎明機房,中華電信數據通信分公司,TWN,Taiwan,24.1579,120.6347,colocation
PANOURI SOLARE REDEA DATACENTER,,ROU,Romania,44.0745,24.2953,colocation
IFP,IFP,FRA,France,48.8774,2.1750,colocation
Data center,,FRA,France,48.8788,2.1664,colocation
Orange,Orange,FRA,France,48.8830,2.1875,colocation
inforland.com,inforland.com,ESP,Spain,36.7484,-3.8774,colocation
Akshaya E Center,,IND,India,10.4296,76.2998,colocation
Amazon Web Services IAD69,Amazon Web Services,USA,United States of America,39.0255,-77.4147,hyperscale
R74n Vault,,,,77.4755,23.4754,colocation
databyte,,NLD,Netherlands,51.9304,4.4138,colocation
Stream Data Centers Houston,,USA,United States of America,30.1781,-95.4860,colocation
Centro de Computación,university,VEN,Venezuela,10.0667,-69.3626,colocation
Data center,,UKR,Ukraine,48.4220,22.3919,colocation
Brightsolid,brightsolid,GBR,United Kingdom,57.1526,-2.1601,colocation
Digital Reality DUS2,Digital Realty,DEU,Germany,51.1878,6.8667,hyperscale
Digital Realty DUS1,Digital Realty,DEU,Germany,51.1881,6.8679,hyperscale
Data Center TVRI,ICT,IDN,Indonesia,-6.2123,106.8012,colocation
Data center,,CHN,China,26.3675,106.5183,colocation
Simtronic,,AUS,Australia,-33.7528,150.6945,colocation
zColo Poissonnière,zColo France,FRA,France,48.8696,2.3477,colocation
